Sl.No,project_name,agency,State,approval_date,start_date,original_doc,revised_doc,original_cost,revised_cost,expenditure,physical_progress,project_code,legacy_ocms_code,pmgid,cost_overrun_amount,cost_overrun_percent,expenditure_percent,remaining_cost,expenditure_progress_gap,planned_duration_months,approval_to_start_months,project_age_months,schedule_change_months,time_overrun_flag,cost_overrun_flag,project_size_category,low_progress_flag,spending_ahead_of_progress,expenditure_exceeds_revised_cost,extreme_cost_overrun,cost_risk,schedule_risk,progress_risk,financial_risk,risk_score,risk_level,intervention_priority
1904,Construction of additional major Bridge with 4- lane configuration of length 1.48 km on NH-60 NH-14 over River Kangshabati from Km. 117.770 to Km 119.250 and additional major Bridge with 4- lane configuration of length 0.900 km on NH-60 NH- 14 over River Shilabati from Km. 173.220 to Km 174.120 in the district of Paschim Medinipur of West Bengal under Annual Plan for FY 2023-24 on EPC mode. Job No 014-W8-2023-24/527 .,MoRTH,West Bengal,2023-11-01,2025-11-01,2028-05-01,2028-05-01,304.83,304.83,0.0,0.0,MoRTH,617893,-,0.0,0.0,0.0,304.83,0.0,30.0,24.0,5.0,0.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
1905,"Construction or 4 lane Raniganj Bypass of length 5.261 km on NH-60 new NH-14 from km 273.00 of NH to km 478.18 of NH-2 New NH 16 in paschim Bardhaman, West Bengal in EPC Mode- reg. Job No. 014-WB-2022-23/514",MoRTH,West Bengal,2023-03-01,2024-03-01,2026-03-01,2026-12-01,410.83,410.83,157.03,65.11,MoRTH,617894,-,0.0,0.0,38.22262249592289,253.8,-26.887377504077108,24.0,12.0,25.0,9.0,1,0,Small,0,0,0,0,0,50,40,0,25.0,LOW,1252
1789,Rehabilitation and upgradation from km 51.600 to km 75.700 of NH-321G Nuhkhas to Etah section to two lane with paved shoulder configuration under EPC mode in the State of Uttar Pradesh,MoRTH,Uttar Pradesh,2022-01-01,2024-02-01,2025-08-01,2026-06-01,343.54,343.54,75.71,65.0,MoRTH,618124,N24002116,0.0,0.0,22.038190603714263,267.83000000000004,-42.96180939628573,18.0,25.0,26.0,10.0,1,0,Small,0,0,0,0,0,50,40,0,25.0,LOW,1252
1572,Widening and strengthening to 2LPS including LA of Kandarpur-Balikuda from km 277/500 to 318/970 of NH-55 in the State of Odisha under Annual Plan 2021-22.,MoRTH,Odisha,2022-03-01,2023-06-01,2025-06-01,2026-05-01,499.79,499.79,129.74,60.65,MoRTH,617921,N24001858,0.0,0.0,25.95890273915044,370.05,-34.69109726084956,24.0,15.0,34.0,11.0,1,0,Small,0,0,0,0,0,50,40,0,25.0,LOW,1252
1820,Construction of Ring Road around kanpur from Ch.51.200 to Ch. 68.650 Badarka to Harbanch-Uchti Pkg-III,National Highways Authority of India [NHAI],Uttar Pradesh,2023-09-01,2025-01-01,2027-07-01,2027-07-01,1792.68,1126.75,193.85,22.81,National Highways Authority of India [NHAI],618538,-,-665.9300000000001,-37.1471762947096,17.204348790769913,932.9,-5.605651209230086,30.0,16.0,15.0,0.0,0,0,Large,1,0,0,0,0,0,100,0,25.0,LOW,1252
1573,Construction of Jharsuguda Bypass including Land acqusition on NH-49 from km 258.636 to km 283.300 design chainage 258.636 to km 289.876 under NHO in Annual Plan 2022-23 for the state of Odisha Job No.NH-49-OD-2022-23-655,MoRTH,Odisha,2021-09-01,2025-01-01,2027-07-01,2027-07-01,587.1,587.1,52.43,21.0,MoRTH,617922,-,0.0,0.0,8.93033554760688,534.6700000000001,-12.06966445239312,30.0,40.0,15.0,0.0,0,0,Medium,1,0,0,0,0,0,100,0,25.0,LOW,1252
1574,Construction of Daspalla Bypass from km 195.250 To 200.635 of NH-57 including land acquisition in the state of Odisha on EPC mode under Annual Plan 2022-23.,MoRTH,Odisha,2023-02-01,2025-05-01,2027-05-01,2027-05-01,155.97,155.97,36.6,20.0,MoRTH,617923,-,0.0,0.0,23.466051163685325,119.37,3.466051163685325,24.0,27.0,11.0,0.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
1580,Construction of Dharmagarh Bypass on NH-130C including land acquisition in the state of Odisha on EPC Mode under Annual plan 2022-23.,MoRTH,Odisha,2023-03-01,2025-04-01,2026-10-01,2026-10-01,172.66,172.66,0.0,15.0,MoRTH,618079,-,0.0,0.0,0.0,172.66,-15.0,18.0,25.0,12.0,0.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
1767,"Construction of 4-Lane with paved shoulder Agartala bypass Western side, length 25.402 km connecting NH-8 near Amtali to NH-108B near Lembuchhera in the state of Tripura on EPC basis under NHO-NE",NHIDCL,Tripura,2023-03-01,2024-03-01,2027-03-01,2027-03-01,2026.05,2026.05,292.55,9.2,NHIDCL,618417,N24002132,0.0,0.0,14.439426470225316,1733.5,5.239426470225318,36.0,12.0,25.0,0.0,0,0,Large,1,0,0,0,0,0,100,0,25.0,LOW,1252
1903,Four/Six laning of Bhaniyawala-Jollygrant-Rishikesh spur section of NH-07 from Km. 0.000 to Km 19.780,NHAI,Uttarakhand,2023-02-01,2025-12-01,2027-11-01,2027-11-01,742.43,664.92,0.45,0.0,NHAI,619295,-,-77.50999999999999,-10.440041485392562,0.0676773145641581,664.4699999999999,0.0676773145641581,23.0,34.0,4.0,0.0,0,0,Medium,1,0,0,0,0,0,100,0,25.0,LOW,1252
1809,Construction of Deoria Bypass from existing Km. 27.140 to existing Km. 46.780 Design Km. 49.109 on NH727A Design length 21.969 Km. to four lane with paved shoulder configuration under Hybrid Annuity Mode HAM in the State of Uttar Pradesh,MoRTH,Uttar Pradesh,2023-03-01,2025-08-01,2027-07-01,2027-07-01,1734.7,1734.7,0.0,10.0,MoRTH,618262,-,0.0,0.0,0.0,1734.7,-10.0,23.0,29.0,8.0,0.0,0,0,Large,1,0,0,0,0,0,100,0,25.0,LOW,1252
1581,Widening to 2 lane with paved shoulded of Jareikela Jharkhand/Odisha Border - Dhabaleswar section from 0/0 to 36/0 of NH-320D in the State of Odisha under Annual Plan 2021-22.,MoRTH,Odisha,2022-03-01,2024-10-01,2026-10-01,2026-10-01,172.09,172.09,0.0,20.25,MoRTH,618122,-,0.0,0.0,0.0,172.09,-20.25,24.0,31.0,18.0,0.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
1427,Balance work of Widening to 2 Two lane with hard shoulder of Churachandpur to Tuivai section of NH-102B from km 130.000 to km 141.029 Package-4B in the State of Manipur on EPC Mode,NHIDCL,Manipur,2020-06-01,2025-11-01,2026-11-01,2026-11-01,177.76,177.76,1.41,0.97,NHIDCL,618348,-,0.0,0.0,0.7932043204320431,176.35,-0.1767956795679568,12.0,65.0,5.0,0.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
1585,Balance work of Rehabilitation and Upgradation to four laning of Baharagora Singhara section of NH-49 from Km.229.727 to Km.238.990 Length 9.263 Km. including construction of five nos. of Elephant Underpasses EUP and fourteen nos. of Animal Underpasses AUP inside the buffer zone of Similipal Tiger Reserve Area in Bangriposi Ghat section in the State of Odisha on EPC Mode,National Highways Authority of India [NHAI],Odisha,2025-03-01,2025-05-01,2027-11-01,2027-11-01,263.32,163.07,8.76,8.8,National Highways Authority of India [NHAI],618593,-,-100.25,-38.07154792647729,5.371926166676888,154.31,-3.428073833323113,30.0,2.0,11.0,0.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
1902,Road Safety Improvement of existing four lane section of Dehradun-Lal Tappar-Nepali Farm Section of NH-7 and Nepali Farm-Motichur NH-34 on EPC Mode in Uttarakhand under NHO.,NHAI,Uttarakhand,2025-05-01,2026-02-01,2028-08-01,2028-08-01,720.67,388.19,1.6,1.0,NHAI,619294,-,-332.47999999999996,-46.13484673983931,0.412169298539375,386.59,-0.587830701460625,30.0,9.0,2.0,0.0,0,0,Medium,1,0,0,0,0,0,100,0,25.0,LOW,1252
1935,Sewage Treatment Plant 100MLD and Sewerage Network 288 km in Digha-Patna under Hybrid annuity based PPP mode-Namami Gange Programme,National Mission for Clean Ganga,Bihar,2017-08-01,2019-07-01,2025-12-01,2026-09-01,824.0,824.0,396.71,57.0,National Mission for Clean Ganga,616611,N30000051,0.0,0.0,48.144417475728154,427.29,-8.855582524271846,77.0,23.0,81.0,9.0,1,0,Medium,0,0,0,0,0,50,40,0,25.0,LOW,1252
991,Construction of Major Bridge over Baghmati and Lakhandei River along with Approaches from Design km.16.500 to km.21.500,NHAI,Bihar,2024-02-01,2024-10-01,2027-04-01,2027-04-01,498.97,380.3,43.95,20.42,NHAI,618956,-,-118.67000000000002,-23.78299296550895,11.556665790165658,336.35,-8.863334209834344,30.0,8.0,18.0,0.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
1316,Construction of 6 lane flyover from Khapari ROB to Mihan Interchange design chainage km 8760 to 11450 L- 2.69 km and upgradation of existing 4L PS road to 6LPS with service road by flexible pavement design chainage km 11450 to 14500 L- 3.05 [total project length 5.74 km] in section of Nagpur - Hyderabad NH-44 Old NH-7 in Nagpur district in the state of Maharashtra on HAM mode.,MoRTH,Maharashtra,2024-03-01,2025-10-01,2027-10-01,2027-10-01,619.55,619.55,0.0,6.05,MoRTH,617912,-,0.0,0.0,0.0,619.55,-6.05,24.0,19.0,6.0,0.0,0,0,Medium,1,0,0,0,0,0,100,0,25.0,LOW,1252
1068,4L PS from Ch. 179.780 in Bitada/Movi Village to Ch. 208.900 in Nasarpore Village of NH-56 Pkg-V,National Highways Authority of India [NHAI],Gujarat,2023-03-01,2025-11-01,2027-11-01,2027-11-01,764.02,566.96,25.82,2.6,National Highways Authority of India [NHAI],618931,-,-197.05999999999997,-25.792518520457573,4.554113164949908,541.14,1.954113164949908,24.0,32.0,5.0,0.0,0,0,Medium,1,0,0,0,0,0,100,0,25.0,LOW,1252
1116,"Construction of 4 lane with paved shoulder Pattan bypass Greenfield bypass from existing Ch. Km 24320 to Km 33760 and Design Ch. from Km 24400 to Km 35300, total length 10.900 km on road SrinagarBaramulla Uri NH-01 in the UT of Jammu & Kashmir under Project BEACON, Border Roads Organization BRO on EPC mode. Package-II",MoRTH,"Jammu and
Kashmir",2023-03-01,2024-08-01,2026-07-01,,980.21,980.21,0.27,50.01,MoRTH,618203,N24002179,0.0,0.0,0.0275451178829026,979.94,-49.982454882117096,23.0,17.0,20.0,,0,0,Medium,0,0,0,0,0,50,40,0,25.0,LOW,1252
520,Installation of New Bar Mill at Durgapur Steel Plant,Steel Authority of India Limited [SAIL],West Bengal,2024-07-01,2024-08-01,2027-06-01,,2115.44,2115.44,564.14,57.55,Steel Authority of India Limited [SAIL],617242,N12000138,0.0,0.0,26.6677381537647,1551.3000000000002,-30.8822618462353,34.0,1.0,20.0,,0,0,Large,0,0,0,0,0,50,40,0,25.0,LOW,1252
522,Third Ladle Furnace in Secondary Refinery Unit at IISCO Steel Plant,Steel Authority of India Limited [SAIL],West Bengal,2024-11-01,2024-12-01,2026-07-01,,227.96,227.96,75.66,66.37,Steel Authority of India Limited [SAIL],617248,N12000141,0.0,0.0,33.190033339182314,152.3,-33.17996666081769,19.0,1.0,16.0,,0,0,Small,0,0,0,0,0,50,40,0,25.0,LOW,1252
528,Kurnool - Setting up facilities for coach midlife rehabilitation workshop,WPO/Patna,Andhra Pradesh,2014-01-01,2017-10-01,2023-12-01,,560.72,560.72,276.66,65.0,WPO/Patna,611927,-,0.0,0.0,49.34013411328292,284.06,-15.659865886717078,74.0,45.0,102.0,,0,0,Medium,0,0,0,0,0,50,40,0,25.0,LOW,1252
1096,Rehabilitation and Upgradation to 2-lane configuration of Karnohal- Kalwahn Section km 181.00 to 208.950 of NH-70 in the State of Himachal Pradesh under Green National Highways Corridor Project GNHCP with the loan assistance of World Bank on EPC mode.Package-2,MoRTH,Himachal Pradesh,2020-08-01,2023-11-01,2026-05-01,2026-12-01,251.62,190.02,74.12,55.85,MoRTH,618232,-,-61.599999999999994,-24.481360782131784,39.00642037680244,115.9,-16.843579623197563,30.0,39.0,29.0,7.0,1,0,Small,0,0,0,0,0,50,40,0,25.0,LOW,1252
1091,"Improvement/construction of existing CL-5 Road to NH Intermediate lane specification with hard shoulder from Km 166.000 to 203.77 net Length 37.770 kms of NH-505 Sumdo-Kaza-Gramphoo road in the state of Himachal Pradesh on EPC mode under project Deepak, BRO",MoRTH,Himachal Pradesh,2021-06-01,2024-06-01,2027-06-01,2027-06-01,274.36,194.0,0.0,22.26,MoRTH,618215,-,-80.36000000000001,-29.28998396267678,0.0,194.0,-22.26,36.0,36.0,22.0,0.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
566,4TH LINE - BHILAI-BHILAI NAGAR [8.8 KM] [PB-72/NR/2022-23],SECR,Chhattisgarh,2022-09-01,2024-05-01,2027-02-01,2027-02-01,177.34,177.34,1.91,7.0,SECR,709816,N22000575,0.0,0.0,1.077027179429345,175.43,-5.9229728205706555,33.0,20.0,23.0,0.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
569,3RD AND 4TH LINE - SARAGBUNDIA AND MADWARANI,SECR,Chhattisgarh,2022-09-01,2025-05-01,2026-12-01,2026-12-01,167.64,167.64,20.13,8.0,SECR,709819,N22000579,0.0,0.0,12.007874015748031,147.51,4.007874015748033,19.0,32.0,11.0,0.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
576,Petlad Bhadran 23 Kms,Western Railway,Gujarat,2022-05-01,2022-05-01,2030-05-01,2030-05-01,307.11,307.11,18.9,17.0,Western Railway,611945,N22000538,0.0,0.0,6.154146722672657,288.21000000000004,-10.845853277327343,96.0,0.0,47.0,0.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
1067,4L PS from Ch. 94.030 in Jabugam Village to Ch. 132.320 in Dhamasiya Village of NH-56 Pkg-III,National Highways Authority of India [NHAI],Gujarat,2023-03-01,2025-11-01,2027-11-01,2027-11-01,1188.46,898.0,79.04,13.98,National Highways Authority of India [NHAI],618930,-,-290.46000000000004,-24.44003163758141,8.801781737193764,818.96,-5.1782182628062365,24.0,32.0,5.0,0.0,0,0,Large,1,0,0,0,0,0,100,0,25.0,LOW,1252
733,GANDHAMARDAN IRON ORE MINES TO GOALDIH STATION/12.76kms,East Coast Railway [ECoR] - II,Odisha,2022-09-01,2025-05-01,2027-09-01,2027-09-01,190.0,189.93,3.4,5.0,East Coast Railway [ECoR] - II,709811,N22000520,-0.0699999999999931,-0.0368421052631543,1.7901332069709892,186.53,-3.209866793029011,28.0,32.0,11.0,0.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
577,Samlaya Timba Road 54 km,PCE/WR,Gujarat,2023-02-01,2023-02-01,2030-03-01,2030-03-01,670.17,670.17,45.86,12.0,PCE/WR,611970,N22000540,0.0,0.0,6.843039825715863,624.31,-5.156960174284137,85.0,0.0,38.0,0.0,0,0,Medium,1,0,0,0,0,0,100,0,25.0,LOW,1252
580,Dahod Creation of Infrastructure facilities for 9000 HP Electric locomotives Manufacturing at,PCE/WR,Gujarat,2022-05-01,2023-02-01,2025-02-01,,487.0,487.0,222.88,53.0,PCE/WR,611977,-,0.0,0.0,45.76591375770021,264.12,-7.234086242299796,24.0,9.0,38.0,,0,0,Small,0,0,0,0,0,50,40,0,25.0,LOW,1252
592,NEW BG LINE INTERSECTION [5 NOS] BETWEEN GERATPUR-SANAND & BOTAD-AHMEDABAD [16.51 KM],Western Railway [WR] - II,Gujarat,2022-10-01,2025-07-01,2028-06-01,2027-10-01,437.21,437.21,117.87,21.0,Western Railway [WR] - II,709813,N22000551,0.0,0.0,26.95958463896069,319.34,5.959584638960688,35.0,33.0,9.0,-8.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
600,Construction of New BG line between Hassan to Belur [27 Km],South Western Railway [SWR] - II,Karnataka,2019-03-01,2025-12-01,2028-04-01,2027-04-01,749.0,749.0,0.94,0.3,South Western Railway [SWR] - II,400023,N22000558,0.0,0.0,0.1255006675567423,748.06,-0.1744993324432577,28.0,81.0,4.0,-12.0,0,0,Medium,1,0,0,0,0,0,100,0,25.0,LOW,1252
616,"Lalitpur-Satna, Rewa-Singrauli & Mahoba-Khajuraho",North Central Railway,Madhya Pradesh,2007-01-01,1998-03-01,2027-03-01,2027-12-01,8914.0,8914.0,6806.95,74.0,North Central Railway,705480,220100232,0.0,0.0,76.3624635404981,2107.05,2.362463540498098,348.0,-106.0,337.0,9.0,1,0,Mega,0,0,0,0,0,50,40,0,25.0,LOW,1252
644,Mumbai Urban Transport Project [MUTP] Phase-IIIA,Mumbai Rail Vikas Corporation Ltd.[MRVC],Maharashtra,2019-04-01,2019-04-01,2027-12-01,2027-12-01,33690.0,33690.0,3577.36,22.0,Mumbai Rail Vikas Corporation Ltd.[MRVC],706780,N22000627,0.0,0.0,10.618462451766105,30112.64,-11.381537548233895,104.0,0.0,84.0,0.0,0,0,Mega,1,0,0,0,0,0,100,0,25.0,LOW,1252
690,Bhanupalli-Bilaspur-Beri New Railway Line Project,RVNL - II,"Multi-States
(Himachal
Pradesh, Punjab)",2009-03-01,2015-04-01,2026-12-01,2027-12-01,13447.0,13447.0,7558.16,63.0,RVNL - II,705428,N22000273,0.0,0.0,56.20703502639994,5888.84,-6.792964973600057,140.0,73.0,132.0,12.0,1,0,Mega,0,0,0,0,0,50,40,0,25.0,LOW,1252
1041,Upgradation of Mehsana-Visnagar-vadnagar-Kheralu-Idar section from km 0/00 to 81/300 of NH 168G Mehsana to Idar in the State of GujaratTotal Length 81.300 Km on Hybrid Annuity Mode HAM,MoRTH,Gujarat,2024-02-01,2025-12-01,2028-06-01,2028-06-01,1155.21,1155.21,32.09,11.0,MoRTH,618107,-,0.0,0.0,2.777849914734118,1123.12,-8.222150085265882,30.0,22.0,4.0,0.0,0,0,Large,1,0,0,0,0,0,100,0,25.0,LOW,1252
1036,Widening to 2LPS between Km 0/0 to 56/0 Khokhara Gujarat Border Vijayanagar Antrasuba Mathasur road of NH 58 in the State of Gujarat,MoRTH,Gujarat,2024-03-01,2025-09-01,2027-09-01,2027-09-01,699.19,699.19,0.0,24.0,MoRTH,617927,-,0.0,0.0,0.0,699.19,-24.0,24.0,18.0,7.0,0.0,0,0,Medium,1,0,0,0,0,0,100,0,25.0,LOW,1252
518,"Construction of Screening Plant-II for Donimalai and Kumaraswamy Iron Ore Mining Complex of NMDC Limited at Ballari Dt, Karnataka.",National Mineral Development Corporation Limited [NMDC],Karnataka,2014-11-01,2024-06-01,2026-08-01,,1043.63,1043.63,609.8,63.1,National Mineral Development Corporation Limited [NMDC],400121,N12000136,0.0,0.0,58.43066987342256,433.83000000000015,-4.669330126577442,26.0,115.0,22.0,,0,0,Large,0,0,0,0,0,50,40,0,25.0,LOW,1252
517,Rebuilding of Coke Oven Battery No.6 at Bokaro Steel Plant,Steel Authority of India Limited [SAIL],Jharkhand,2023-11-01,2023-12-01,2026-11-01,,627.31,627.31,330.82,61.84,Steel Authority of India Limited [SAIL],617257,N12000135,0.0,0.0,52.73628668441441,296.48999999999995,-9.103713315585594,35.0,1.0,28.0,,0,0,Medium,0,0,0,0,0,50,40,0,25.0,LOW,1252
508,"Replacement of Converter Vessels, Trunnion Rings, Support System & Installation of Secondary Emission at Bhilai Steel Plant",Steel Authority of India Limited [SAIL],Chhattisgarh,2023-10-01,2023-12-01,2026-06-01,,471.83,471.83,239.59,67.07,Steel Authority of India Limited [SAIL],617255,N12000131,0.0,0.0,50.77888222453002,232.24,-16.29111777546997,30.0,2.0,28.0,,0,0,Small,0,0,0,0,0,50,40,0,25.0,LOW,1252
1122,Widening and Strengthening up gradation to 2 lane with paved shoulder from existing chainage Km 192.98 to Km 229.820 design chainage Km 162.800 to Km 198.18 under 31 BRTF on Akhnoor-Poonch Road NH-144A in the UT of Jammu and Kashmir under Project Sampark Border Roads Organisation BRO on EPC Mode Package-VIII Job No NH-144A-J&K-2022-2023-111,MoRTH,"Jammu and
Kashmir",2022-10-01,2024-01-01,2026-01-01,2026-09-01,562.45,562.45,137.07,70.03,MoRTH,618222,N24002119,0.0,0.0,24.37016623699884,425.38000000000005,-45.65983376300116,24.0,15.0,27.0,8.0,1,0,Medium,0,0,0,0,0,50,40,0,25.0,LOW,1252
1173,Construction of Srinivasapura Bypass from existing Km 453.890 Design Ch. 0000 to existing Km 461.450 Design Ch 10080 on NH-69 in the State of Karnataka Under NH O in EPC mode under Annual Plan 2022-23 NH-69-KNT-2022-23-966 dated 22.11.2022,MoRTH,Karnataka,2022-11-01,2025-07-01,2027-01-01,2027-01-01,204.42,204.42,0.0,0.0,MoRTH,617950,-,0.0,0.0,0.0,204.42,0.0,18.0,32.0,9.0,0.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
1171,Construction of bypass around Chatra Town on NH-22 old NH-99 in the state of Jharkhand under EPC Mode,MoRTH,Jharkhand,2023-03-01,2026-01-01,2028-01-01,2026-01-01,235.42,199.2,0.0,12.0,MoRTH,619005,-,-36.22,-15.385268881148589,0.0,199.2,-12.0,24.0,34.0,3.0,-24.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
419,"Pipeline Rehabilitation Project, Phase-II",Ministry of Petroleum & Natural Gas,"Multi-States
(Assam, Bihar,
West Bengal)",2024-12-01,2024-12-01,2029-12-01,2029-12-01,680.0,680.0,8.19,24.0,Ministry of Petroleum & Natural Gas,617827,-,0.0,0.0,1.2044117647058823,671.81,-22.79558823529412,60.0,0.0,16.0,0.0,0,0,Medium,1,0,0,0,0,0,100,0,25.0,LOW,1252
1170,Construction of Bypass to NH-114A Connecting NH-333 and NH-133 Deoghar Bypass from design km 0.000 to design Km 49.000,National Highways Authority of India [NHAI],Jharkhand,2024-11-01,2026-01-01,2028-01-01,2028-01-01,1565.47,1565.47,48.97,5.02,National Highways Authority of India [NHAI],618950,-,0.0,0.0,3.1281340428114235,1516.5,-1.891865957188576,24.0,14.0,3.0,0.0,0,0,Large,1,0,0,0,0,0,100,0,25.0,LOW,1252
433,PRP-VIII [Group-A],Ministry of Petroleum & Natural Gas,Offshore,2024-09-01,2024-09-01,2026-02-01,2026-12-01,1486.4,1486.4,529.96,53.8,Ministry of Petroleum & Natural Gas,616950,-,0.0,0.0,35.65392895586652,956.44,-18.14607104413348,17.0,0.0,19.0,10.0,1,0,Large,0,0,0,0,0,50,40,0,25.0,LOW,1252
440,City Gas Distribution Project at Pathankot District,MinistryofPetroleumNaturalGas,Punjab,2022-03-01,2022-03-01,2033-09-01,2033-09-01,151.0,151.0,8.89,2.0,MinistryofPetroleumNaturalGas,709770,N16000488,0.0,0.0,5.887417218543047,142.11,3.887417218543047,138.0,0.0,49.0,0.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
1165,4L from Km 55.00 Kuru to Km 95.400 Udaipura on NH-75 Sec-I,National Highways Authority of India [NHAI],Jharkhand,2024-02-01,2026-01-01,2028-01-01,2028-01-01,1274.82,1274.82,41.83,5.0,National Highways Authority of India [NHAI],618832,-,0.0,0.0,3.281247548673538,1232.99,-1.7187524513264618,24.0,23.0,3.0,0.0,0,0,Large,1,0,0,0,0,0,100,0,25.0,LOW,1252
444,ATF Pipeline from BPCLs Malkapur POL Installation to Hyderabad International airport,MinistryofPetroleumNaturalGas,Telangana,2025-03-01,2025-03-01,2027-09-01,2027-09-01,215.0,215.0,45.69,24.7,MinistryofPetroleumNaturalGas,617822,-,0.0,0.0,21.251162790697673,169.31,-3.448837209302326,30.0,0.0,13.0,0.0,0,0,Small,1,0,0,0,0,0,100,0,25.0,LOW,1252
449,"City Gas Distribution Projects at Lakhimpur Kheri , Sitapur, Bahraich, Shravasti,Balrampur, Siddharth Nagar & Maharajganj districts",Bharat Petroleum Corporation Limited [BPCL],Uttar Pradesh,2022-12-01,2022-12-01,2030-06-01,2030-06-01,16654.0,16654.0,713.77,17.9,Bharat Petroleum Corporation Limited [BPCL],709795,N16000525,0.0,0.0,4.285877266722709,15940.23,-13.61412273327729,90.0,0.0,40.0,0.0,0,0,Mega,1,0,0,0,0,0,100,0,25.0,LOW,1252
455,"City Gas Distribution Project at East Mednipore, West Mednipore & Jhargram Districts",MinistryofPetroleumNaturalGas,West Bengal,2022-03-01,2022-03-01,2031-06-01,2031-06-01,609.0,609.0,62.42,2.8,MinistryofPetroleumNaturalGas,709772,N16000491,0.0,0.0,10.2495894909688,546.58,7.4495894909688,111.0,0.0,49.0,0.0,0,0,Medium,1,0,0,0,0,0,100,0,25.0,LOW,1252
459,Establishment of new GMC Korba,"Medical Education, Ministry of Health and Family Welfare",Chhattisgarh,2023-02-01,2023-10-01,2026-12-01,,325.0,322.85,177.49,54.0,"Medical Education, Ministry of Health and Family Welfare",707044,-,-2.1499999999999773,-0.6615384615384545,54.975995044138145,145.36,0.9759950441381448,38.0,8.0,30.0,,0,0,Small,0,0,0,0,0,50,40,0,25.0,LOW,1252
1156,4 Lane of CG/JH Border-Gumla from km 0.000 to km 32.370 of NH-43 in the State of Jhrkhand,National Highways Authority of India [NHAI],Jharkhand,2024-08-01,2026-02-01,2028-02-01,2028-02-01,1325.8,1325.8,13.83,1.0,National Highways Authority of India [NHAI],618641,-,0.0,0.0,1.0431437622567503,1311.97,0.0431437622567505,24.0,18.0,2.0,0.0,0,0,Large,1,0,0,0,0,0,100,0,25.0,LOW,1252
